parcel,permit_count,distinct_types,top_type,total_valuation,first_permit,last_permit,address,lat,lon
R72 14611 0058,1,1,Residential Plumbing Permit,0,2026-06-26,2026-06-26,"2227 S SMITHVILLE RD, DAYTON OH 45420-2753 United States",39.73502841903964,-84.14101416191218
R72 14701 0010,1,1,Residential Plumbing Permit,0,2026-05-13,2026-05-13,"819 HIGHRIDGE AVE, DAYTON OH 45420-2738 United States",39.73175859611566,-84.14020106834123
R72 14701 0030,1,1,Residential Water Permit,0,2026-04-10,2026-04-10,"2350 S SMITHVILLE RD, DAYTON OH 45420-2756 United States",39.73245375816308,-84.14075440270058
R72 14702 0003,2,2,Commercial Plumbing Permit,0,2026-02-19,2026-06-10,"2366 Glenarm AVE, DAYTON OH 45420-2729",39.73303713201385,-84.13850990626285
R72 14703 0011,1,1,Residential Plumbing Permit,0,2026-04-14,2026-04-14,"2137 MORELAND AVE, DAYTON OH 45420-2813 United States",39.7360993843627,-84.13963818360925
R72 14705 0005,1,1,Commercial Building Permit,5000,2026-02-05,2026-02-05,"1930 S SMITHVILLE RD, DAYTON OH 45420-2854 United States",39.7384317032065,-84.14014470161567
R72 14705 0039,1,1,Residential Mechanical Permit,0,2026-06-16,2026-06-16,"4115 FARNHAM AVE, DAYTON OH 45420-2822 United States",39.738031039381795,-84.13836408481487
R72 14705 0058,1,1,Residential Gas Permit,0,2026-03-31,2026-03-31,"4022 FARNHAM AVE, DAYTON OH 45420-2861 United States",39.737778685535126,-84.13952117035228
R72 14707 0054,1,1,Residential Wrecking Permit,0,2026-04-15,2026-04-15,"1928 WARD HILL AVE, DAYTON OH 45420-3159 United States",39.73803065351642,-84.13368367972768
R72 14711 0030,1,1,Residential Plumbing Permit,0,2026-05-27,2026-05-27,"4014 WOODCLIFFE AVE, DAYTON OH 45420-2849 United States",39.73917644031484,-84.1397069502573
R72 14711 0060,1,1,Residential Plumbing Permit,0,2026-03-06,2026-03-06,"4039 WOODCLIFFE AVE, DAYTON OH 45420-2848 United States",39.73947323764121,-84.13890657850582
R72 14711 0098,1,1,Residential Plumbing Permit,0,2026-03-03,2026-03-03,"4140 ARCADIA BLVD, DAYTON OH 45420-2818 United States",39.739743382405315,-84.13745828880391
R72 14713 0074,1,1,Permit Revision,0,2026-01-13,2026-01-13,"4432 WOODBINE AVE, DAYTON OH 45420-3113 United States",39.734967514288755,-84.1328117004745
R72 14801 0005,2,2,Residential Plumbing Permit,0,2026-05-29,2026-05-29,"2225 KING AVE, DAYTON OH 45420-2361 United States",39.7358501249381,-84.14877234820709
R72 14801 0070,1,1,Residential Plumbing Permit,0,2026-06-01,2026-06-01,"2151 MAPLEVIEW AVE, DAYTON OH 45420-1813 United States",39.73677374326344,-84.15142599551378
R72 14802 0026,1,1,Residential Sewer Permit,0,2026-04-28,2026-04-28,"322 WATERVLIET AVE, DAYTON OH 45420-2457 United States",39.736141043604825,-84.14722501996552
R72 14802 0056,4,4,Residential Building Permit,90000,2026-03-04,2026-06-05,"2217 NILL AVE, DAYTON OH 45420-2368 United States",39.735259634373755,-84.1474211829501
R72 14805 0023,1,1,Residential Sewer Permit,0,2026-06-29,2026-06-29,"2125 JOHN GLENN RD, DAYTON OH 45420-2418 United States",39.737088609405376,-84.14545142174372
R72 14805 0075,1,1,Residential Building Permit,26135,2026-01-09,2026-01-09,"2213 ROSEMONT BLVD, DAYTON OH 45420-2536 United States",39.73647591100775,-84.14352357196847
R72 14806 0061,1,1,Permit Revision,0,2026-03-31,2026-03-31,"2035 Pershing BLVD, DAYTON OH 45420-2430",39.73767245350649,-84.14649658692616
R72 14808 0005,1,1,Residential Zoning Only Permit,0,2026-03-23,2026-03-23,"3143 HASSLER ST, DAYTON OH 45420-1976 United States",39.73986558921697,-84.14927989530192
R72 14809 0016,1,1,Residential Water Permit,0,2026-02-27,2026-02-27,"3609 WAYNE AVE, DAYTON OH 45420-2438 United States",39.73881352571029,-84.14463141639197
R72 14902 0014,1,1,Residential Electrical Permit,0,2026-01-12,2026-01-12,"1833 COVENTRY RD, DAYTON OH 45420-2403 United States",39.74008232090555,-84.14402828377527
R72 14902 0089,1,1,Residential Plumbing Permit,0,2026-04-13,2026-04-13,"1832 KING AVE, DAYTON OH 45420-2447 United States",39.740260754347034,-84.14695607668874
R72 14903 0037,1,1,Residential Plumbing Permit,0,2026-05-27,2026-05-27,"1900 ROSEMONT BLVD, DAYTON OH 45420-2513 United States",39.739435629181806,-84.14236988589577
R72 14903 0051,1,1,Residential Plumbing Permit,0,2026-02-24,2026-02-24,"1817 ROSEMONT BLVD, DAYTON OH 45420-2510 United States",39.740450431850654,-84.14284191228357
R72 14903 0079,1,1,Residential Plumbing Permit,0,2026-06-15,2026-06-15,"1812 COVENTRY RD, DAYTON OH 45420-2404 United States",39.74059206201276,-84.1435103739084
R72 14906 0012,1,1,Residential Plumbing Permit,0,2026-02-17,2026-02-17,"1722 ROSEMONT BLVD, DAYTON OH 45420-2509 United States",39.74211966789948,-84.14207387083667
R72 14906 0027,1,1,Residential Plumbing Permit,0,2026-03-05,2026-03-05,"1755 ROSEMONT BLVD, DAYTON OH 45420-2508 United States",39.741253424731106,-84.14275414058197
R72 14907 0003,1,1,Residential Water Permit,0,2026-03-12,2026-03-12,"3517 CLEVELAND AVE, DAYTON OH 45410-3201 United States",39.74317070272135,-84.14524284887494
R72 14907 0026,1,1,Residential Plumbing Permit,0,2026-02-19,2026-02-19,"1724 PERSHING BLVD, DAYTON OH 45420-2425 United States",39.74231058740743,-84.14568139694275
R72 14909 0018,1,1,Residential Sewer Permit,0,2026-01-05,2026-01-05,"1632 PERSHING BLVD, DAYTON OH 45410-3119 United States",39.74387198445256,-84.14555462612165
R72 14909 0025,1,1,Residential Sewer Permit,0,2026-02-23,2026-02-23,"1604 PERSHING BLVD, DAYTON OH 45410-3119 United States",39.744694876903814,-84.14542113730481
R72 14911 0001,1,1,Permit Revision,0,2026-02-02,2026-02-02,"2918 MARIMONT DR, DAYTON OH 45420 United States",39.74456276023402,-84.1401644982797
R72 14911 0052,1,1,Residential Water Permit,0,2026-05-28,2026-05-28,"1612 ROSEMONT BLVD, DAYTON OH 45410-3231 United States",39.744401304166026,-84.14188933453968
R72 15004 0027,1,1,Residential Electrical Permit,0,2026-02-26,2026-02-26,"1854 RUSSET AVE, DAYTON OH 45410-3447 United States",39.74047076219777,-84.13040116151686
R72 15006 0042,1,1,Residential Water Permit,0,2026-06-30,2026-06-30,"4403 CORINTH DR, DAYTON OH 45410-3415 United States",39.74218891959549,-84.13320854300876
R72 15007 0068,1,1,Residential Plumbing Permit,0,2026-01-08,2026-01-08,"3222 MESMER AVE, DAYTON OH 45410-3453 United States",39.74326731456333,-84.13600809854265
R72 15008 0065,1,1,Residential Building Permit,13000,2026-01-05,2026-01-05,"3046 MESMER AVE, DAYTON OH 45410-3448 United States",39.743387428750964,-84.13821615722341
R72 15009 0034,1,1,Residential Plumbing Permit,0,2026-02-03,2026-02-03,"3015 MESMER AVE, DAYTON OH 45410-3449 United States",39.74378599741613,-84.13916451496075
R72 15010 0027,1,1,Residential Plumbing Permit,0,2026-03-10,2026-03-10,"1601 WESTONA DR, DAYTON OH 45410-3339 United States",39.74490526757119,-84.13609986838013
R72 15011 0002,1,1,Residential Plumbing Permit,0,2026-06-25,2026-06-25,"1671 PELL DR, DAYTON OH 45410-3310 United States",39.743498782338406,-84.13162443627027
R72 15011 0013,1,1,Residential Zoning Only Permit,0,2026-03-11,2026-03-11,"1629 PELL DR, DAYTON OH 45410-3310 United States",39.74476091350045,-84.13149389819775
R72 15104 0042,9,5,Permit Revision,0,2026-01-21,2026-06-22,"2916 Linden AVE, DAYTON OH 45410-3027",39.74777482615213,-84.14065905430063
R72 15105 0012,1,1,Permit Revision,0,2026-02-10,2026-02-10,"2702 Linden AVE, DAYTON OH 45410-3045",39.7482181535818,-84.14402455452765
R72 15105 0016,1,1,Commercial Electrical Permit,0,2026-05-22,2026-05-22,"2718 LINDEN AVE, DAYTON OH 45410 United States",39.748026098146276,-84.14362162961835
R72 15105 0075,3,2,Residential Water Permit,0,2026-06-04,2026-06-04,"1423 JOHN GLENN RD, DAYTON OH 45410-3112 United States",39.7476642736221,-84.14455569463122
R72 15106 0005,1,1,Residential Plumbing Permit,0,2026-05-05,2026-05-05,"819 SANTA CRUZ AVE, DAYTON OH 45410-3128 United States",39.74800181492299,-84.14866497714601
R72 15106 0020,1,1,Residential Zoning Only Permit,0,2026-01-15,2026-01-15,"826 SANTA CRUZ AVE, DAYTON OH 45410-3129 United States",39.747736414087896,-84.14820692329438
R72 15108 0052,1,1,Residential Water Permit,0,2026-02-06,2026-02-06,"2515 SAINT CHARLES AVE, DAYTON OH 45410-3126 United States",39.748730217669944,-84.14661025456157
R72 15110 0008,3,2,Permit Revision,0,2026-02-26,2026-05-08,"2915 LINDEN AVE, DAYTON OH 45410-3038 United States",39.74864179323123,-84.14084025541707
R72 15111 0016,1,1,Residential Plumbing Permit,0,2026-01-30,2026-01-30,"1503 PERSHING BLVD, DAYTON OH 45410-3116 United States",39.74643930500387,-84.14555480709978
R72 15111 0023,1,1,Residential Plumbing Permit,0,2026-06-11,2026-06-11,"28 BRAD CIR, DAYTON OH 45410-3108 United States",39.74602036107897,-84.14644838753053
R72 15205 0002,1,1,Residential Plumbing Permit,0,2026-03-02,2026-03-02,"1407 HEARTHSTONE DR, DAYTON OH 45410 United States",39.74747543333417,-84.13314062875106
R72 15206 0034,1,1,Residential Plumbing Permit,0,2026-04-01,2026-04-01,"3414 LINDEN AVE, DAYTON OH 45410-3037 United States",39.74745684605962,-84.13427813508663
R72 15206 0044,1,1,Sign Permit,0,2026-01-29,2026-01-29,"3305 LINDEN AVE, DAYTON OH 45410-3034 United States",39.74796924595537,-84.13562350823815
R72 15209 0026,1,1,Residential Zoning Only Permit,0,2026-03-19,2026-03-19,"1739 GONDERT AVE, DAYTON OH 45403-3416 United States",39.75492811450657,-84.1350652147548
R72 15209 0055,1,1,Special Service Inspection,0,2026-05-19,2026-05-19,"1628 GONDERT AVE, DAYTON OH 45403-3330 United States",39.75470466650533,-84.13769244419132
R72 15209 0056,1,1,Residential Plumbing Permit,0,2026-03-24,2026-03-24,"1634 GONDERT AVE, DAYTON OH 45403-3330 United States",39.754692642808905,-84.13757122209152
R72 15210 0083,2,2,Residential Building Permit,0,2026-01-30,2026-05-01,"1805 TUTTLE AVE, DAYTON OH 45403-3429 United States",39.75397011550387,-84.13367132270339
R72 15213 0005,1,1,Commercial Fire Alarm Permit,0,2026-05-22,2026-05-22,"1065 WOODMAN DR, DAYTON OH 45432 United States",39.75118979833021,-84.1205601081277
R72 15213 0041,1,1,Commercial Wrecking Permit,0,2026-06-03,2026-06-03,"3816 LINDEN AVE, DAYTON OH",39.74705848563581,-84.1279942443896
R72 15301 0070,1,1,Commercial Building Permit,30000,2026-01-09,2026-01-09,"1332 Jordan AVE, UNIT F, DAYTON OH 45410-2845",39.75199821375098,-84.14584610644549
R72 15303 0042,1,1,Residential Water Permit,0,2026-01-09,2026-01-09,"1523 OHMER ST, DAYTON OH 45410-3013 United States",39.75013384383936,-84.1423267453723
R72 15306 0013,1,1,Residential Plumbing Permit,0,2026-03-20,2026-03-20,"715 GREENLAWN AVE, DAYTON OH 45403-3331 United States",39.75323436419844,-84.14295332776355
R72 15307 0010,2,2,Residential Plumbing Permit,0,2026-02-02,2026-02-13,"401 SANTA CRUZ AVE, DAYTON OH 45410-2824 United States",39.753531596747656,-84.14809854955516
R72 15402 0001,1,1,Residential Plumbing Permit,0,2026-05-04,2026-05-04,"1839 GUMMER AVE, DAYTON OH 45403-3442 United States",39.755660880778095,-84.13253528954668
R72 15403 0050,1,1,Residential Water Permit,0,2026-03-16,2026-03-16,"1819 SUMAN AVE, DAYTON OH 45403-3140 United States",39.756540462807614,-84.1330575033258
R72 15404 0022,1,1,Residential Gas Permit,0,2026-04-17,2026-04-17,"1718 HUFFMAN AVE, DAYTON OH 45403-3110 United States",39.7572209317146,-84.13545340174413
R72 15404 0070,1,1,Residential Plumbing Permit,0,2026-06-18,2026-06-18,"1704 SUMAN AVE, DAYTON OH 45403-3139 United States",39.75634415245839,-84.1359059886237
R72 15405 0011,1,1,Residential Electrical Permit,0,2026-05-15,2026-05-15,"1657 HUFFMAN AVE, DAYTON OH 45403-3107 United States",39.75764591621311,-84.1366729433507
R72 15407 0019,4,3,Residential Building Permit,70000,2026-02-06,2026-05-20,"1921 Tuttle AVE, DAYTON OH 45403-3431",39.75389446215779,-84.13122035393424
R72 15407 0086,1,1,Commercial Building Permit,25000,2026-02-17,2026-02-17,"1924 BROWN ST, DAYTON OH 45409-2456",39.73371537630397,-84.18030574225784
R72 15408 0145,2,2,Residential Electrical Permit,0,2026-06-22,2026-06-24,"432 ALEXANDER DR, DAYTON OH 45403-3250 United States",39.75800907042355,-84.12776623043966
R72 15408 0222,1,1,Residential Plumbing Permit,0,2026-05-12,2026-05-12,"4720 BURKHARDT AVE, DAYTON OH 45403-3204 United States",39.759714210192215,-84.13052766674464
R72 15409 0001,1,1,Residential Plumbing Permit,0,2026-04-10,2026-04-10,"119 BILLWOOD RD, DAYTON OH 45431 United States",39.762560127902816,-84.13181102478886
R72 15410 0019,1,1,Residential Plumbing Permit,0,2026-01-06,2026-01-06,"1812 DARST AVE, DAYTON OH 45403-3106 United States",39.758043286416026,-84.13299666397072
R72 15411 0003,1,1,Permit Revision,0,2026-01-06,2026-01-06,"4325 Merrydale AVE, DAYTON OH 45431-1818",39.76302089261181,-84.13695931828894
R72 15501 0072,1,1,Residential Plumbing Permit,0,2026-06-30,2026-06-30,"407 WHITMORE AVE, DAYTON OH 45417-1365 United States",39.753579861495425,-84.26523388227052
R72 15501 0079,1,1,Residential Gas Permit,0,2026-01-05,2026-01-05,"333 WHITMORE AVE, DAYTON OH 45417-1363 United States",39.75231321379161,-84.26492430781637
R72 15501 0087,1,1,Residential Water Permit,0,2026-04-20,2026-04-20,"314 MIA AVE, DAYTON OH 45417-9012 United States",39.75182951793962,-84.26568041032311
R72 15501 0102,1,1,Special Service Inspection,0,2026-01-13,2026-01-13,"508 MIA AVE, DAYTON OH 45417-9103 United States",39.75445583861909,-84.26577545509461
R72 15502 0007,1,1,Residential Sewer Permit,0,2026-03-04,2026-03-04,"4639 FRIDEN CT, DAYTON OH 45417-1422 United States",39.74947963435462,-84.26382096596939
R72 15504 0086,1,1,Residential Mechanical Permit,0,2026-01-29,2026-01-29,"27 STRAND AVE, DAYTON OH 45417-8930 United States",39.74585167303388,-84.27004643131595
R72 15505 0142,3,2,Permit Revision,20801,2026-03-26,2026-06-18,"70 HOLLENCAMP AVE, DAYTON OH 45417",39.74895881248158,-84.2681261847647
R72 15506 0006,1,1,Residential Plumbing Permit,0,2026-02-19,2026-02-19,"4913 W THIRD ST, DAYTON OH 45417-9047 United States",39.747386980346356,-84.26638960663546
R72 15508 0006,4,4,Commercial Fire Alarm Permit,0,2026-03-17,2026-05-07,"4389 W Third ST, DAYTON OH 45402",39.74883602212424,-84.25842266317747
R72 15603 0011,4,3,Commercial Wrecking Permit,0,2026-01-02,2026-04-29,"1803 Webster ST, DAYTON OH 45404-1153",39.78678996722427,-84.18214840907886
R72 15603 0029,3,2,Commercial Wrecking Permit,0,2026-01-21,2026-05-01,"1825 WEBSTER ST, DAYTON OH 45404 United States",39.7873136346847,-84.18220018322782
R72 15603 0030,1,1,Commercial Wrecking Permit,0,2026-04-30,2026-04-30,"1944 STANLEY AVE, DAYTON OH 45404-1121 United States",39.78801639443907,-84.18240224021051
R72 15603 0031,1,1,Commercial Wrecking Permit,0,2026-04-28,2026-04-28,"1934 STANLEY AVE, DAYTON OH 45404-1121 United States",39.78803260514124,-84.18280481507645
R72 15603 0032,1,1,Commercial Wrecking Permit,0,2026-04-28,2026-04-28,"1920 STANLEY AVE, DAYTON OH 45404-1121 United States",39.78807194360742,-84.18312252067847
R72 15603 0035,1,1,Sign Permit,0,2026-02-10,2026-02-10,"2030 WINNERS CIR, DAYTON OH 45404-1130 United States",39.78880976233988,-84.18050300740958
R72 15606 0035,1,1,Residential Plumbing Permit,0,2026-01-27,2026-01-27,"2961 LINDALE AVE, DAYTON OH 45414-5520 United States",39.793400551018784,-84.19801573784981
R72 15607 0116,1,1,Residential Plumbing Permit,0,2026-03-17,2026-03-17,"3455 LINDALE AVE, DAYTON OH 45414-5403 United States",39.79834165792337,-84.19791551933643
R72 15607 0136,1,1,Residential Plumbing Permit,0,2026-04-13,2026-04-13,"3436 RIDGE AVE, DAYTON OH 45414-5441 United States",39.797638522810324,-84.19982413857699
R72 15608 0004,1,1,Residential Mechanical Permit,0,2026-05-26,2026-05-26,"1855 FIELDSTONE DR, DAYTON OH 45414-5303 United States",39.800705177632025,-84.19568417733389
R72 15609 0003,1,1,Residential Electrical Permit,0,2026-01-13,2026-01-13,"3213 RIDGE AVE, DAYTON OH 45414-5438 United States",39.794683197258244,-84.2004496749821
R72 15609 0045,5,4,Residential Plumbing Permit,0,2026-03-12,2026-06-15,"3220 ZEPHYR DR, DAYTON OH 45414-5451 United States",39.794806638584234,-84.20102572825539
R72 15610 0129,1,1,Residential Plumbing Permit,0,2026-06-01,2026-06-01,"3809 HILLMONT AVE, DAYTON OH 45414-5311 United States",39.80167892045826,-84.20218679633714
R72 15611 0007,1,1,Residential Plumbing Permit,0,2026-05-15,2026-05-15,"3816 RIDGE AVE, DAYTON OH 45414-5326 United States",39.80132487955066,-84.19934096553857
R72 15611 0035,1,1,Residential Sewer Permit,0,2026-03-27,2026-03-27,"1640 PINECREST DR, DAYTON OH 45414-5318 United States",39.7992884195988,-84.19852235100068
R72 15612 0051,1,1,Residential Gas Permit,0,2026-02-20,2026-02-20,"3900 RIDGE AVE, DAYTON OH 45414-5328 United States",39.80132767560939,-84.19782454792987
R72 15612 0061,2,2,Residential Building Permit,45000,2026-01-30,2026-04-20,"3930 RIDGE AVE, DAYTON OH 45414-5328 United States",39.80139873186808,-84.19651981905751
R72 15613 0002,1,1,Residential Plumbing Permit,0,2026-05-29,2026-05-29,"2904 RIDGE AVE, DAYTON OH 45414-5437 United States",39.79180629034728,-84.19926892375791
R72 15614 0061,1,1,Residential Plumbing Permit,0,2026-03-09,2026-03-09,"3221 HILLPOINT LN, DAYTON OH 45414-5422 United States",39.79518823386603,-84.2027293905721
R72 15701 0137,1,1,Residential Electrical Permit,0,2026-06-29,2026-06-29,"3603 DANDRIDGE AVE, DAYTON OH 45402-4116 United States",39.76580966149335,-84.24732294181716
R72 15701 0158,1,1,Residential Plumbing Permit,0,2026-02-25,2026-02-25,"3525 DANDRIDGE AVE, DAYTON OH 45402-4115 United States",39.766453779983856,-84.24684807196037
R72 15701 0223,1,1,Special Service Inspection,0,2026-04-28,2026-04-28,"1100 CICILION AVE, DAYTON OH 45402-4111 United States",39.767567581408606,-84.2487546586336
R72 15704 0019,1,1,Commercial Building Permit,50000,2026-05-07,2026-05-07,"1431 N GETTYSBURG AVE, DAYTON OH 45417-9517 United States",39.766205376348715,-84.25409314672025
R72 15801 0004,6,3,Residential Electrical Permit,0,2026-02-12,2026-05-13,"3740 KINGS HWY, DAYTON OH 45406-3504 United States",39.7831522300154,-84.24530581433002
R72 15804 0068,1,1,Residential Plumbing Permit,0,2026-02-17,2026-02-17,"4033 PRESCOTT AVE, DAYTON OH 45406-3455 United States",39.78713297386728,-84.2493989384176
R72 15807 0043,1,1,Commercial Sewer Permit,0,2026-03-09,2026-03-09,"2152 N GETTYSBURG AVE, DAYTON OH 45406-3514 United States",39.78180788129662,-84.25239701090709
R72 15808 0010,1,1,Residential Gas Permit,0,2026-03-30,2026-03-30,"4111 KINGS HWY, DAYTON OH 45406-3526 United States",39.7837364178817,-84.25178353335194
R72 15808 0014,1,1,Residential Water Permit,0,2026-04-06,2026-04-06,"2253 N GETTYSBURG AVE, DAYTON OH 45406-3238 United States",39.78477693030906,-84.25399140442322
R72 15817 0012,1,1,Residential Sewer Permit,0,2026-03-17,2026-03-17,"1619 ENGLAND AVE, DAYTON OH 45406-3344 United States",39.78128987680791,-84.2592881206849
R72 15820 0008,1,1,Residential Sewer Permit,0,2026-04-22,2026-04-22,"4423 BLUEHAVEN DR, DAYTON OH 45406-3334 United States",39.780491450909985,-84.25668779507534
R72 15901 0033,1,1,Residential Plumbing Permit,0,2026-04-02,2026-04-02,"4405 GENESEE AVE, DAYTON OH 45406-3216 United States",39.785109669834284,-84.2552418710557
R72 15902 0041,1,1,Residential Sewer Permit,0,2026-05-06,2026-05-06,"4530 QUEENS AVE, DAYTON OH 45406-3230 United States",39.78396349205957,-84.25861183909801
