name,publisher,source_owner,theme,geography,granularity,access,cadence,formats,key_fields,records,updated,housing_relevant,queryable,capabilities,priority,current_use_state,desired_use_state,url,item_page,notes
Wellfield Protection Areas,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-05-01,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Wellfield_Protection_Areas/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=82ea8dc986e846c5889754089da11185,Summary
Weslyan,MVRPC (regional),kypolk (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-11-20,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Weslyan/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=5a6b24161b6b491e9807c53583a7ca43,Proposed Weslyan park from Dayton Riverfront Master Plan document
Weslyan2,MVRPC (regional),kypolk (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-11-27,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Weslyan2/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=659fe13349df4b9dbaeba87cf8ae0c79,Weslyan park remimagined courtesy of 2018 Dayton Riverfront Plan
Wetlands,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-05-01,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Wetlands/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=89bf92742e1c408c96d359c4bf8d64ce,Summary
"Where Workers Live - LEHD 2015, Age 30 to 54",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-18,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD2015/Home2015_Age_30to54/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=05b448b4996941d784e4c85b77552e82,2015 LEHD data by location of the worker's home for all jobs.
"Where Workers Live: LEHD 2015, Age 55 and Over",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-18,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD2015/Home2015_Age_55andOver/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=c8d91c7cda1b4f068c0a9a2545da59c7,2015 LEHD data by location of the worker's home for all jobs.
"Where Workers Live: LEHD 2015, Earning 15k or less",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-18,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD2015/Home2015_Earn_15korless/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=7c5646915a674726924c9e58bb9e2139,2015 LEHD data by location of the worker's home for all jobs earning 15k or less.
"Worker earnings under 15k, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_under15k_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=d031f04849f54e05b97631df67e85cf6,"Concentration of all jobs of workers with monthly earnings below $1,250 in the Miami Valley region., 2014."
"Workers 55 and over, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_55andover_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=6820e009478d46148b1c00d2a8c575cf,"Concentration of all jobs by workers age 55 and over in the Miami Valley region, 2014."
"Workers aged 30 to 54, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_30to54_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=91fbc48f01b04239aa22e8b0d8e4788e,"Concentration of all jobs by workers aged 30 to 54 in the Miami Valley region, 2014."
Workers ages 30 to 54,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_Workers30_54/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9a038267a5a14f06804b8714b33f98a9,This layer shows the concentration of all jobs of workers between 30 and 54 years old in the Miami Valley region.
"Workers earning 15k to 40k, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_15kto40k_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=aa280b34be434092b45afddb95a839bf,"Concentration of all jobs of workers with monthly earnings between $1,250 and $3,333 in the Miami Valley region, 2014."
Workers Earning between $1250 and $3333 monthly,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersUnder1251_3333/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=de8a459090b646538c6d78ebfc56b360,"This layer shows the concentration of all jobs of workers with monthly earnings between $1,251 and $3,333 in the Miami Valley region."
Workers Earning over $3333 monthly,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersOver_3333/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=fc79a1cf36b34ffbb0da1565259eb40f,"This layer shows the concentration of all jobs of workers with monthly earnings over $3,333 in the Miami Valley region."
"Workers earning over 40k, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_over40k_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=88ca34d0095a4cba826780120eb62115,"Concentration of all jobs of workers with monthly earnings over $3,333 in the Miami Valley region, 2014."
Workers Earning under $1250 monthly,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersUnder1250/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=fd37499c3b7a4e92a215ed1d7a4ee34b,"This layer shows the concentration of all jobs of workers with monthly earnings of $1,250 or less in the Miami Valley region."
Workers in Education,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersEdu/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=06f97b5a9fb2434c96f37e0c450c18aa,"This layer shows the concentration of all jobs of workers in the education field, the fourth largest sector in the Miami Valley region."
Workers in Healthcare,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersHealth/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=0c1773420c374425a43760e51717e177,"This layer shows the concentration of all jobs of workers in the healthcare field, the largest sector in the Miami Valley region."
Workers in Manufacturing,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersManuf/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=6e0af4524b734a20a4577561ef99ff54,"This layer shows the concentration of all jobs of workers in the manufacturing field, the second largest sector in the Miami Valley region."
Workers in Retail,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersRetail/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=97765433c03d4f58bb8ead41f62adeab,"This layer shows the concentration of all jobs of workers in retail, the third largest sector in the Miami Valley region."
Workers Over age 55,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersOver55/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=280e67c93a8743318002ffbffa637712,This layer shows the concentration of all jobs of workers age 55 and over in the Miami Valley region.
"Workers under 30, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_Under30_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=74a7ce36d5fb44ff8dd2e039bf1b4590,"Concentration of all jobs by workers under 30 in the Miami Valley region, 2014."
Workers Under age 30,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersUnder30/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=c3450f8c15d24d99964568b8849e46a8,This layer shows the concentration of all jobs by workers under the age of 30 in the Miami Valley region.
Workers with Bachelor's Degree or higher,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersEdBS/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e01e2df9b3f34255b488273f7c69153b,This layer shows the concentration of all jobs of workers with a bachelor's or advanced degree only in the Miami Valley region.
"Workers with college education, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_college_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=465398b030fb4c80bdede40a9ad9dcde,"Concentration of all jobs of workers with a Bachelor's Degree or higher in the Miami Valley region, 2014."
Workers with High School diploma only,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersEdHS/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=20258fcea6544633b925c87d1ec6dec3,This layer shows the concentration of all jobs of workers with a high school diploma only in the Miami Valley region.
"Workers with only High School education, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_HSgrad_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=357c203362e14488bda9dd25fc191040,"Concentration of all jobs of workers with only a high school diploma in the Miami Valley region, 2014."
Workers with Some College,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-01-02,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/LEHD_WorkersEdSomeCollege/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=ef75c94ac2d54f7d8df575639bd6bddb,This layer shows the concentration of all jobs of workers with some college only in the Miami Valley region.
"Workers with some college, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-12,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_somecollege_2014/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=ac1c4324314d40e0af99c3cfacce407f,"Concentration of all jobs of workers with some college in the Miami Valley region, 2014."
WPAFB_bnd,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),geography/reference,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-07-08,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/WPAFB_bnd/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=6a0b6d916a004dce9dea1acd5805dce4,"Boundaries for WPAFB, Ohio."
WPAFB_bnd_2,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),geography/reference,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-03-09,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/WPAFB_bnd/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=0f82b98b989e431eb6f3b6642bc47f83,"Boundaries for WPAFB, Ohio."
WPAFBForGreCoReporter,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-08-13,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/WPAFBForGreCoReporter/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9014aec47ce54d6bb64a76484d87e330,REQUIRED: A summary of the intentions with which the data set was developed.
WrightFactory,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-10-11,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/WrightFactory/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=f2a795625f1a4886bd692534228b64b9,
Xenia Active Living Workshop Focus Area,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-04-02,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Xenia_Active_Living_Workshop_Focus_Area/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=c4ab3e9fff8b4defaa665894c420ed11,
Xenia Active Living Workshop_form,MVRPC (regional),ewhitaker_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-03-09,,N,"Create,Editing",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/survey123_36401ef6de0d444b8b0d29142aa4e238_form/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9549fb20f45e48c39f940f0bf65af7b4,
YellowBikeSigns,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-04-29,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/YellowBikeSigns/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=38ba54a43d8947108907ec259bf4c338,Yellow Bike Sign locations along the Great Miami River from Hamilton to Sidney on behalf of Great Miami Riverway 
